,Order ID,Order Date,Customer Name,City,Country,Region,Segment,Ship Date,Ship Mode,State,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category,Order Shipment TimeFrame,Shipping options,Year,Month,Month-Year,day
595,BN-2011-7737747,2011-12-05,Patrick Townson,Bordeaux,France,Central,Home Office,2011-05-14,Priority,Aquitaine-Limousin-Poitou-Charentes,"Chromcraft Wood Table, with Bottom Storage",0.35,627.0,-135.0,2,Furniture,Tables,2,Priority Shipping,2011,Dec,12/2011,0
596,AZ-2011-7005483,2011-05-13,Robert James,Vincennes,France,Central,Home Office,2011-05-17,Economy,Ile-de-France,"Binney & Smith Sketch Pad, Blue",0.0,139.0,36.0,3,Office Supplies,Art,4,Standard Shipping,2011,May,05/2011,4
597,AZ-2011-2189408,2011-05-15,Edward Hodges,Neuilly-sur-Marne,France,Central,Consumer,2011-05-19,Economy Plus,Ile-de-France,"Samsung Headset, Cordless",0.15,194.0,73.0,3,Technology,Phones,4,Standard Shipping,2011,May,05/2011,6
598,AZ-2011-1366554,2011-05-18,Rebecca Chamberlain,Argenteuil,France,Central,Home Office,2011-05-18,Immediate,Ile-de-France,"Binney & Smith Sketch Pad, Blue",0.0,510.0,132.0,11,Office Supplies,Art,0,Next Day Shipping,2011,May,05/2011,2
599,AZ-2011-1366554,2011-05-18,Rebecca Chamberlain,Argenteuil,France,Central,Home Office,2011-05-18,Immediate,Ile-de-France,"Jiffy Peel and Seal, Recycled",0.0,94.0,16.0,5,Office Supplies,Envelopes,0,Next Day Shipping,2011,May,05/2011,2
600,AZ-2011-6212291,2011-05-19,Henry Chandler,Rennes,France,Central,Home Office,2011-05-21,Economy Plus,Brittany,"Kleencut Box Cutter, High Speed",0.0,139.0,0.0,4,Office Supplies,Supplies,2,Priority Shipping,2011,May,05/2011,3
601,AZ-2011-8742773,2011-05-26,Alana Zahel,Lisieux,France,Central,Consumer,2011-05-28,Priority,Normandy,"Boston Pens, Blue",0.0,43.0,1.0,3,Office Supplies,Art,2,Priority Shipping,2011,May,05/2011,3
602,BN-2011-6162681,2011-05-30,Angus Ibsch,Talence,France,Central,Consumer,2011-02-06,Priority,Aquitaine-Limousin-Poitou-Charentes,"Hon Computer Table, Adjustable Height",0.35,2229.0,-754.0,7,Furniture,Tables,3,Priority Shipping,2011,May,05/2011,0
603,AZ-2011-1655349,2011-01-06,Lorri Stratton,Deuil-la-Barre,France,Central,Consumer,2011-06-06,Economy,Ile-de-France,"Cardinal 3-Hole Punch, Economy",0.0,58.0,26.0,2,Office Supplies,Binders,5,Standard Shipping,2011,Jan,01/2011,3
604,AZ-2011-1655349,2011-01-06,Lorri Stratton,Deuil-la-Barre,France,Central,Consumer,2011-06-06,Economy,Ile-de-France,"Cameo Peel and Seal, Security-Tint",0.0,140.0,8.0,6,Office Supplies,Envelopes,5,Standard Shipping,2011,Jan,01/2011,3
605,AZ-2011-2820672,2011-01-06,Rachel Tyler,Lyon,France,Central,Corporate,2011-05-06,Economy,Auvergne-Rhône-Alpes,"Apple Speaker Phone, Full Size",0.15,212.0,70.0,2,Technology,Phones,4,Standard Shipping,2011,Jan,01/2011,3
606,BN-2011-4249147,2011-03-06,Ada Dalton,Strasbourg,France,Central,Corporate,2011-08-06,Economy,Alsace-Champagne-Ardenne-Lorraine,"Cuisinart Blender, Silver",0.1,122.0,-8.0,2,Office Supplies,Appliances,5,Standard Shipping,2011,Mar,03/2011,6
607,BN-2011-4249147,2011-03-06,Ada Dalton,Strasbourg,France,Central,Corporate,2011-08-06,Economy,Alsace-Champagne-Ardenne-Lorraine,"Binney & Smith Markers, Fluorescent",0.0,330.0,89.0,13,Office Supplies,Art,5,Standard Shipping,2011,Mar,03/2011,6
608,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"BIC Markers, Water Color",0.0,237.0,83.0,8,Office Supplies,Art,3,Priority Shipping,2011,Jun,06/2011,0
609,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"Wilson Jones Binder Covers, Recycled",0.0,104.0,25.0,9,Office Supplies,Binders,3,Priority Shipping,2011,Jun,06/2011,0
610,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"Advantus Clamps, Metal",0.0,58.0,27.0,3,Office Supplies,Fasteners,3,Priority Shipping,2011,Jun,06/2011,0
611,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"Eldon Box, Industrial",0.1,29.0,9.0,3,Office Supplies,Storage,3,Priority Shipping,2011,Jun,06/2011,0
612,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"Kleencut Box Cutter, High Speed",0.0,104.0,0.0,3,Office Supplies,Supplies,3,Priority Shipping,2011,Jun,06/2011,0
613,AZ-2011-2948812,2011-06-06,Eva Butler,Oyonnax,France,Central,Corporate,2011-09-06,Priority,Auvergne-Rhône-Alpes,"Epson Card Printer, Durable",0.15,578.0,129.0,4,Technology,Machines,3,Priority Shipping,2011,Jun,06/2011,0
614,AZ-2011-8223268,2011-06-06,Harry Ahmed,Marseille,France,Central,Consumer,2011-09-06,Priority,Provence-Alpes-Côte d'Azur,"Boston Canvas, Blue",0.0,322.0,80.0,6,Office Supplies,Art,3,Priority Shipping,2011,Jun,06/2011,0
615,AZ-2011-7200468,2011-07-06,Molly Bidmead,Paris,France,Central,Home Office,2011-11-06,Economy,Ile-de-France,"Tenex File Cart, Blue",0.1,599.0,53.0,5,Office Supplies,Storage,4,Standard Shipping,2011,Jul,07/2011,2
616,AZ-2011-981373,2011-07-06,Samuel Hardey,Drancy,France,Central,Home Office,2011-11-06,Economy,Ile-de-France,"Office Star Rocking Chair, Red",0.1,127.0,44.0,1,Furniture,Chairs,4,Standard Shipping,2011,Jul,07/2011,2
617,AZ-2011-981373,2011-07-06,Samuel Hardey,Drancy,France,Central,Home Office,2011-11-06,Economy,Ile-de-France,"Kraft Peel and Seal, Security-Tint",0.0,92.0,15.0,4,Office Supplies,Envelopes,4,Standard Shipping,2011,Jul,07/2011,2
618,AZ-2011-3308302,2011-07-06,Carrie Boots,Evreux,France,Central,Corporate,2011-09-06,Economy Plus,Normandy,"Smead Trays, Blue",0.1,131.0,4.0,3,Office Supplies,Storage,2,Priority Shipping,2011,Jul,07/2011,2
619,AZ-2011-3308302,2011-07-06,Carrie Boots,Evreux,France,Central,Corporate,2011-09-06,Economy Plus,Normandy,"Kleencut Scissors, Serrated",0.0,152.0,12.0,8,Office Supplies,Supplies,2,Priority Shipping,2011,Jul,07/2011,2
620,AZ-2011-3308302,2011-07-06,Carrie Boots,Evreux,France,Central,Corporate,2011-09-06,Economy Plus,Normandy,"Apple Office Telephone, VoIP",0.15,222.0,60.0,4,Technology,Phones,2,Priority Shipping,2011,Jul,07/2011,2
621,BN-2011-2203231,2011-09-06,Katie Thom,Toulouse,France,Central,Corporate,2011-12-06,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées,"Tenex Shelving, Single Width",0.6,44.0,-38.0,2,Office Supplies,Storage,3,Priority Shipping,2011,Sep,09/2011,1
622,BN-2011-8607391,2011-09-06,William Reichert,Hautmont,France,Central,Consumer,2011-10-06,Priority,Nord-Pas-de-Calais-Picardie,"Canon Copy Machine, Digital",0.15,668.0,-31.0,3,Technology,Copiers,1,Next Day Shipping,2011,Sep,09/2011,1
623,BN-2011-1694636,2011-10-06,Jayden Ali,Lille,France,Central,Consumer,2011-06-13,Priority,Nord-Pas-de-Calais-Picardie,"KitchenAid Microwave, Red",0.1,838.0,-28.0,3,Office Supplies,Appliances,3,Priority Shipping,2011,Oct,10/2011,3
624,AZ-2011-9350558,2011-06-13,Hubert Lindahl,Thonon-les-Bains,France,Central,Corporate,2011-06-18,Economy,Auvergne-Rhône-Alpes,"Dania Stackable Bookrack, Mobile",0.1,438.0,165.0,4,Furniture,Bookcases,5,Standard Shipping,2011,Jun,06/2011,0
625,AZ-2011-9350558,2011-06-13,Hubert Lindahl,Thonon-les-Bains,France,Central,Corporate,2011-06-18,Economy,Auvergne-Rhône-Alpes,"Sauder Corner Shelving, Metal",0.1,264.0,56.0,2,Furniture,Bookcases,5,Standard Shipping,2011,Jun,06/2011,0
626,AZ-2011-555801,2011-06-13,Angus Gether,Vitry-sur-Seine,France,Central,Consumer,2011-06-18,Economy Plus,Ile-de-France,"Stanley Highlighters, Fluorescent",0.0,48.0,18.0,3,Office Supplies,Art,5,Standard Shipping,2011,Jun,06/2011,0
627,AZ-2011-555801,2011-06-13,Angus Gether,Vitry-sur-Seine,France,Central,Consumer,2011-06-18,Economy Plus,Ile-de-France,"Acco 3-Hole Punch, Economy",0.0,271.0,51.0,9,Office Supplies,Binders,5,Standard Shipping,2011,Jun,06/2011,0
628,BN-2011-7723992,2011-06-15,Sofia de Castella,Paris,France,Central,Consumer,2011-06-21,Economy,Ile-de-France,"Samsung Signal Booster, with Caller ID",0.15,348.0,-61.0,3,Technology,Phones,6,Standard Shipping,2011,Jun,06/2011,2
629,AZ-2011-8734686,2011-06-17,Michael Watkins,Talence,France,Central,Home Office,2011-06-22,Economy,Aquitaine-Limousin-Poitou-Charentes,"Acme Trimmer, Serrated",0.0,206.0,25.0,5,Office Supplies,Supplies,5,Standard Shipping,2011,Jun,06/2011,4
630,AZ-2011-6819869,2011-06-17,Josh Wilkinson,Lormont,France,Central,Corporate,2011-06-19,Priority,Aquitaine-Limousin-Poitou-Charentes,"Ibico 3-Hole Punch, Clear",0.0,90.0,36.0,3,Office Supplies,Binders,2,Priority Shipping,2011,Jun,06/2011,4
631,BN-2011-2650591,2011-06-17,Lucas Wood,Maisons-Alfort,France,Central,Corporate,2011-06-24,Economy,Ile-de-France,"Xerox Note Cards, Recycled",0.0,210.0,42.0,8,Office Supplies,Paper,7,Standard Shipping,2011,Jun,06/2011,4
632,BN-2011-2650591,2011-06-17,Lucas Wood,Maisons-Alfort,France,Central,Corporate,2011-06-24,Economy,Ile-de-France,"Epson Inkjet, Wireless",0.15,524.0,-25.0,2,Technology,Machines,7,Standard Shipping,2011,Jun,06/2011,4
633,BN-2011-2779245,2011-06-20,Stella Hellyer,Perpignan,France,Central,Consumer,2011-06-24,Economy,Languedoc-Roussillon-Midi-Pyrénées,"Nokia Office Telephone, Cordless",0.15,347.0,-25.0,6,Technology,Phones,4,Standard Shipping,2011,Jun,06/2011,0
634,AZ-2011-9194903,2011-06-24,Ralph Holmes,La Seyne-sur-Mer,France,Central,Consumer,2011-06-28,Economy,Provence-Alpes-Côte d'Azur,"Cameo Mailers, with clear poly window",0.0,125.0,5.0,3,Office Supplies,Envelopes,4,Standard Shipping,2011,Jun,06/2011,4
635,AZ-2011-2884922,2011-06-27,Courtney Hancock,Roanne,France,Central,Consumer,2011-02-07,Economy,Auvergne-Rhône-Alpes,"Harbour Creations Removable Labels, Adjustable",0.0,17.0,2.0,2,Office Supplies,Labels,5,Standard Shipping,2011,Jun,06/2011,0
636,AZ-2011-3901505,2011-06-27,Kayla Tearle,Mont-de-Marsan,France,Central,Corporate,2011-02-07,Economy,Aquitaine-Limousin-Poitou-Charentes,"BIC Markers, Water Color",0.0,89.0,31.0,3,Office Supplies,Art,5,Standard Shipping,2011,Jun,06/2011,0
637,AZ-2011-3921026,2011-06-27,Jordan Peacock,Saint-Laurent-du-Var,France,Central,Corporate,2011-02-07,Economy,Provence-Alpes-Côte d'Azur,"Belkin Memory Card, Erganomic",0.0,113.0,56.0,1,Technology,Accessories,5,Standard Shipping,2011,Jun,06/2011,0
638,AZ-2011-3921026,2011-06-27,Jordan Peacock,Saint-Laurent-du-Var,France,Central,Corporate,2011-02-07,Economy,Provence-Alpes-Côte d'Azur,"Konica Printer, Wireless",0.15,455.0,-64.0,2,Technology,Machines,5,Standard Shipping,2011,Jun,06/2011,0
639,AZ-2011-5082038,2011-06-28,Lane Taylor,Anglet,France,Central,Corporate,2011-01-07,Priority,Aquitaine-Limousin-Poitou-Charentes,"Green Bar Computer Printout Paper, 8.5 x 11",0.0,237.0,35.0,7,Office Supplies,Paper,3,Priority Shipping,2011,Jun,06/2011,1
640,AZ-2011-2389500,2011-06-29,Jack Brier,Paris,France,Central,Consumer,2011-03-07,Economy,Ile-de-France,"Kleencut Shears, Steel",0.0,554.0,144.0,12,Office Supplies,Supplies,4,Standard Shipping,2011,Jun,06/2011,2
641,AZ-2011-8945919,2011-06-07,Daryl Claypool,Bressuire,France,Central,Corporate,2011-07-13,Economy,Aquitaine-Limousin-Poitou-Charentes,"Advantus Door Stop, Erganomic",0.0,175.0,54.0,4,Furniture,Furnishings,7,Standard Shipping,2011,Jun,06/2011,1
642,AZ-2011-8945919,2011-06-07,Daryl Claypool,Bressuire,France,Central,Corporate,2011-07-13,Economy,Aquitaine-Limousin-Poitou-Charentes,"Apple Audio Dock, VoIP",0.15,994.0,199.0,7,Technology,Phones,7,Standard Shipping,2011,Jun,06/2011,1
643,AZ-2011-6053355,2011-08-07,Hollie Morris,Les Lilas,France,Central,Corporate,2011-12-07,Economy Plus,Ile-de-France,"Green Bar Cards & Envelopes, Multicolor",0.0,249.0,30.0,5,Office Supplies,Paper,4,Standard Shipping,2011,Aug,08/2011,6
644,AZ-2011-6011646,2011-09-07,Nancy Fike,Vincennes,France,Central,Consumer,2011-07-13,Economy,Ile-de-France,"BIC Pencil Sharpener, Water Color",0.0,64.0,24.0,2,Office Supplies,Art,4,Standard Shipping,2011,Sep,09/2011,2
645,AZ-2011-4743912,2011-07-18,Cerys Edwards,Landerneau,France,Central,Consumer,2011-07-24,Economy,Brittany,"Bush Stackable Bookrack, Traditional",0.1,332.0,55.0,3,Furniture,Bookcases,6,Standard Shipping,2011,Jul,07/2011,0
646,AZ-2011-3976238,2011-07-27,Ashton Foley,Bressuire,France,Central,Consumer,2011-07-31,Economy,Aquitaine-Limousin-Poitou-Charentes,"Nokia Smart Phone, Full Size",0.15,1622.0,534.0,3,Technology,Phones,4,Standard Shipping,2011,Jul,07/2011,2
647,AZ-2011-1603295,2011-07-28,Joel Peters,La Madeleine,France,Central,Home Office,2011-04-08,Economy,Nord-Pas-de-Calais-Picardie,"Office Star Rocking Chair, Black",0.1,623.0,69.0,5,Furniture,Chairs,7,Standard Shipping,2011,Jul,07/2011,3
648,AZ-2011-1680940,2011-01-08,Leslie Wilson,Champigny-sur-Marne,France,Central,Consumer,2011-08-08,Economy,Ile-de-France,"Harbour Creations Steel Folding Chair, Set of Two",0.1,270.0,75.0,3,Furniture,Chairs,7,Standard Shipping,2011,Jan,01/2011,5
649,AZ-2011-882043,2011-02-08,Leroy Samson,Cestas,France,Central,Home Office,2011-06-08,Economy,Aquitaine-Limousin-Poitou-Charentes,"Hon Shipping Labels, Laser Printer Compatible",0.0,23.0,6.0,2,Office Supplies,Labels,4,Standard Shipping,2011,Feb,02/2011,1
650,AZ-2011-65889,2011-03-08,Hollie Morris,Limoges,France,Central,Corporate,2011-07-08,Economy,Aquitaine-Limousin-Poitou-Charentes,"Novimex Steel Folding Chair, Black",0.1,646.0,50.0,9,Furniture,Chairs,4,Standard Shipping,2011,Mar,03/2011,1
651,AZ-2011-65889,2011-03-08,Hollie Morris,Limoges,France,Central,Corporate,2011-07-08,Economy,Aquitaine-Limousin-Poitou-Charentes,"Fiskars Trimmer, Easy Grip",0.0,88.0,32.0,2,Office Supplies,Supplies,4,Standard Shipping,2011,Mar,03/2011,1
652,AZ-2011-65889,2011-03-08,Hollie Morris,Limoges,France,Central,Corporate,2011-07-08,Economy,Aquitaine-Limousin-Poitou-Charentes,"Apple Headset, Cordless",0.15,388.0,27.0,6,Technology,Phones,4,Standard Shipping,2011,Mar,03/2011,1
653,AZ-2011-1536006,2011-03-08,Norma McCowan,Biarritz,France,Central,Consumer,2011-08-08,Economy,Aquitaine-Limousin-Poitou-Charentes,"Cardinal Binder, Clear",0.0,66.0,2.0,5,Office Supplies,Binders,5,Standard Shipping,2011,Mar,03/2011,1
654,AZ-2011-8761469,2011-04-08,Erick Tanner,Aix-en-Provence,France,Central,Corporate,2011-06-08,Economy Plus,Provence-Alpes-Côte d'Azur,"Boston Canvas, Fluorescent",0.0,439.0,79.0,8,Office Supplies,Art,2,Priority Shipping,2011,Apr,04/2011,4
655,AZ-2011-8761469,2011-04-08,Erick Tanner,Aix-en-Provence,France,Central,Corporate,2011-06-08,Economy Plus,Provence-Alpes-Côte d'Azur,"Fiskars Ruler, Steel",0.0,41.0,7.0,3,Office Supplies,Supplies,2,Priority Shipping,2011,Apr,04/2011,4
656,AZ-2011-4764378,2011-06-08,Lauren Knight,Belfort,France,Central,Consumer,2011-10-08,Economy,Bourgogne-Franche-Comté,"Ibico 3-Hole Punch, Clear",0.0,239.0,96.0,8,Office Supplies,Binders,4,Standard Shipping,2011,Jun,06/2011,2
657,AZ-2011-4764378,2011-06-08,Lauren Knight,Belfort,France,Central,Consumer,2011-10-08,Economy,Bourgogne-Franche-Comté,"Fellowes Lockers, Single Width",0.1,187.0,15.0,1,Office Supplies,Storage,4,Standard Shipping,2011,Jun,06/2011,2
658,AZ-2011-3117259,2011-08-08,Kiera Chandler,Fontenay-aux-Roses,France,Central,Consumer,2011-12-08,Economy Plus,Ile-de-France,"Konica Calculator, Red",0.15,249.0,70.0,6,Technology,Machines,4,Standard Shipping,2011,Aug,08/2011,0
659,AZ-2011-6535299,2011-08-08,Leo Bannister,Courbevoie,France,Central,Home Office,2011-08-14,Economy,Ile-de-France,"Cardinal Binder Covers, Recycled",0.0,37.0,17.0,3,Office Supplies,Binders,6,Standard Shipping,2011,Aug,08/2011,0
660,AZ-2011-7868957,2011-09-08,Laura Akhtar,Ajaccio,France,Central,Consumer,2011-12-08,Priority,Corsica,"BIC Highlighters, Water Color",0.0,88.0,16.0,4,Office Supplies,Art,3,Priority Shipping,2011,Sep,09/2011,3
661,AZ-2011-3223139,2011-09-08,Anna Moreton,Paris,France,Central,Corporate,2011-10-08,Priority,Ile-de-France,"Novimex Steel Folding Chair, Black",0.1,215.0,17.0,3,Furniture,Chairs,1,Next Day Shipping,2011,Sep,09/2011,3
662,AZ-2011-3223139,2011-09-08,Anna Moreton,Paris,France,Central,Corporate,2011-10-08,Priority,Ile-de-France,"Cameo Manila Envelope, Security-Tint",0.0,59.0,29.0,2,Office Supplies,Envelopes,1,Next Day Shipping,2011,Sep,09/2011,3
663,AZ-2011-5482172,2011-09-08,Tina Brantley,Vallauris,France,Central,Home Office,2011-08-13,Economy,Provence-Alpes-Côte d'Azur,"SanDisk Parchment Paper, Recycled",0.0,66.0,11.0,4,Office Supplies,Paper,4,Standard Shipping,2011,Sep,09/2011,3
664,AZ-2011-5965584,2011-08-18,Rose Heap,Cergy,France,Central,Consumer,2011-08-23,Economy,Ile-de-France,"Hewlett Copy Machine, High-Speed",0.15,1569.0,185.0,7,Technology,Copiers,5,Standard Shipping,2011,Aug,08/2011,3
665,AZ-2011-145488,2011-08-21,Georgina Garner,Noisy-le-Grand,France,Central,Consumer,2011-08-21,Immediate,Ile-de-France,"Sauder Corner Shelving, Metal",0.1,396.0,84.0,3,Furniture,Bookcases,0,Next Day Shipping,2011,Aug,08/2011,6
666,AZ-2011-145488,2011-08-21,Georgina Garner,Noisy-le-Grand,France,Central,Consumer,2011-08-21,Immediate,Ile-de-France,"Stanley Pencil Sharpener, Easy-Erase",0.0,130.0,44.0,5,Office Supplies,Art,0,Next Day Shipping,2011,Aug,08/2011,6
667,AZ-2011-145488,2011-08-21,Georgina Garner,Noisy-le-Grand,France,Central,Consumer,2011-08-21,Immediate,Ile-de-France,"Novimex File Folder Labels, Laser Printer Compatible",0.0,8.0,2.0,1,Office Supplies,Labels,0,Next Day Shipping,2011,Aug,08/2011,6
668,AZ-2011-145488,2011-08-21,Georgina Garner,Noisy-le-Grand,France,Central,Consumer,2011-08-21,Immediate,Ile-de-France,"Smead Lockers, Industrial",0.1,895.0,179.0,5,Office Supplies,Storage,0,Next Day Shipping,2011,Aug,08/2011,6
669,AZ-2011-8007862,2011-08-23,Millie Arnold,Lille,France,Central,Consumer,2011-08-27,Economy,Nord-Pas-de-Calais-Picardie,"Novimex Color Coded Labels, 5000 Label Set",0.0,26.0,7.0,2,Office Supplies,Labels,4,Standard Shipping,2011,Aug,08/2011,1
670,AZ-2011-5471262,2011-08-23,Toby Williamson,Saint-Avold,France,Central,Home Office,2011-08-28,Economy Plus,Alsace-Champagne-Ardenne-Lorraine,"Novimex File Folder Labels, Alphabetical",0.0,16.0,2.0,2,Office Supplies,Labels,5,Standard Shipping,2011,Aug,08/2011,1
671,AZ-2011-7181024,2011-08-24,Ethan Howarth,Montpellier,France,Central,Consumer,2011-08-29,Economy,Languedoc-Roussillon-Midi-Pyrénées,"Tenex Light Bulb, Duo Pack",0.0,76.0,9.0,4,Furniture,Furnishings,5,Standard Shipping,2011,Aug,08/2011,2
672,AZ-2011-5040391,2011-08-25,Angelina Hurst,Menton,France,Central,Consumer,2011-08-29,Economy,Provence-Alpes-Côte d'Azur,"Dania Corner Shelving, Traditional",0.1,439.0,117.0,4,Furniture,Bookcases,4,Standard Shipping,2011,Aug,08/2011,3
673,AZ-2011-2223205,2011-08-25,Madison Rowley,Vertou,France,Central,Consumer,2011-08-25,Immediate,Pays de la Loire,"Rogers Shelving, Industrial",0.1,113.0,25.0,2,Office Supplies,Storage,0,Next Day Shipping,2011,Aug,08/2011,3
674,AZ-2011-7404693,2011-08-26,Robert Quick,Roubaix,France,Central,Consumer,2011-08-30,Economy Plus,Nord-Pas-de-Calais-Picardie,"Fellowes Folders, Blue",0.1,71.0,32.0,3,Office Supplies,Storage,4,Standard Shipping,2011,Aug,08/2011,4
675,AZ-2011-7404693,2011-08-26,Robert Quick,Roubaix,France,Central,Consumer,2011-08-30,Economy Plus,Nord-Pas-de-Calais-Picardie,"Acme Scissors, Easy Grip",0.0,189.0,45.0,7,Office Supplies,Supplies,4,Standard Shipping,2011,Aug,08/2011,4
676,AZ-2011-8709949,2011-08-26,Hudson Ordell,Taverny,France,Central,Corporate,2011-08-27,Immediate,Ile-de-France,"Binney & Smith Canvas, Fluorescent",0.0,158.0,30.0,3,Office Supplies,Art,1,Next Day Shipping,2011,Aug,08/2011,4
677,AZ-2011-8709949,2011-08-26,Hudson Ordell,Taverny,France,Central,Corporate,2011-08-27,Immediate,Ile-de-France,"Stiletto Trimmer, Steel",0.0,84.0,29.0,2,Office Supplies,Supplies,1,Next Day Shipping,2011,Aug,08/2011,4
678,AZ-2011-8709949,2011-08-26,Hudson Ordell,Taverny,France,Central,Corporate,2011-08-27,Immediate,Ile-de-France,"Canon Fax Machine, High-Speed",0.15,538.0,-19.0,2,Technology,Copiers,1,Next Day Shipping,2011,Aug,08/2011,4
679,BN-2011-8431343,2011-08-30,Terence Welch,Vallauris,France,Central,Consumer,2011-05-09,Economy,Provence-Alpes-Côte d'Azur,"Tenex Trays, Blue",0.1,146.0,18.0,3,Office Supplies,Storage,6,Standard Shipping,2011,Aug,08/2011,1
680,BN-2011-8431343,2011-08-30,Terence Welch,Vallauris,France,Central,Consumer,2011-05-09,Economy,Provence-Alpes-Côte d'Azur,"Konica Printer, Wireless",0.15,683.0,-96.0,3,Technology,Machines,6,Standard Shipping,2011,Aug,08/2011,1
681,AZ-2011-2787690,2011-02-09,Stacy Cummings,Wattrelos,France,Central,Consumer,2011-06-09,Economy,Nord-Pas-de-Calais-Picardie,"Novimex Executive Leather Armchair, Black",0.1,1236.0,302.0,3,Furniture,Chairs,4,Standard Shipping,2011,Feb,02/2011,2
682,AZ-2011-734782,2011-05-09,Lauren Knight,Orsay,France,Central,Consumer,2011-11-09,Economy,Ile-de-France,"Safco Floating Shelf Set, Mobile",0.1,1076.0,24.0,6,Furniture,Bookcases,6,Standard Shipping,2011,May,05/2011,0
683,AZ-2011-734782,2011-05-09,Lauren Knight,Orsay,France,Central,Consumer,2011-11-09,Economy,Ile-de-France,"Advantus Light Bulb, Duo Pack",0.0,40.0,8.0,2,Furniture,Furnishings,6,Standard Shipping,2011,May,05/2011,0
684,AZ-2011-734782,2011-05-09,Lauren Knight,Orsay,France,Central,Consumer,2011-11-09,Economy,Ile-de-France,"GlobeWeis Business Envelopes, Set of 50",0.0,104.0,28.0,6,Office Supplies,Envelopes,6,Standard Shipping,2011,May,05/2011,0
685,AZ-2011-897579,2011-06-09,Ruby Nicholls,Dreux,France,Central,Corporate,2011-10-09,Economy,Centre-Val de Loire,"Bush 3-Shelf Cabinet, Metal",0.1,514.0,108.0,4,Furniture,Bookcases,4,Standard Shipping,2011,Jun,06/2011,3
686,AZ-2011-897579,2011-06-09,Ruby Nicholls,Dreux,France,Central,Corporate,2011-10-09,Economy,Centre-Val de Loire,"Harbour Creations Swivel Stool, Black",0.1,320.0,82.0,2,Furniture,Chairs,4,Standard Shipping,2011,Jun,06/2011,3
687,AZ-2011-897579,2011-06-09,Ruby Nicholls,Dreux,France,Central,Corporate,2011-10-09,Economy,Centre-Val de Loire,"Avery Binder Covers, Economy",0.0,33.0,10.0,3,Office Supplies,Binders,4,Standard Shipping,2011,Jun,06/2011,3
688,AZ-2011-897579,2011-06-09,Ruby Nicholls,Dreux,France,Central,Corporate,2011-10-09,Economy,Centre-Val de Loire,"Smead Folders, Wire Frame",0.1,60.0,-3.0,4,Office Supplies,Storage,4,Standard Shipping,2011,Jun,06/2011,3
689,AZ-2011-897579,2011-06-09,Ruby Nicholls,Dreux,France,Central,Corporate,2011-10-09,Economy,Centre-Val de Loire,"Logitech Flash Drive, USB",0.0,154.0,46.0,5,Technology,Accessories,4,Standard Shipping,2011,Jun,06/2011,3
690,AZ-2011-1445249,2011-08-09,Lincoln Want,Bordeaux,France,Central,Consumer,2011-08-09,Immediate,Aquitaine-Limousin-Poitou-Charentes,"Hoover Microwave, Red",0.1,1667.0,185.0,6,Office Supplies,Appliances,0,Next Day Shipping,2011,Aug,08/2011,1
691,AZ-2011-1445249,2011-08-09,Lincoln Want,Bordeaux,France,Central,Consumer,2011-08-09,Immediate,Aquitaine-Limousin-Poitou-Charentes,"Avery Binding Machine, Economy",0.0,98.0,12.0,2,Office Supplies,Binders,0,Next Day Shipping,2011,Aug,08/2011,1
692,AZ-2011-8408139,2011-08-09,Ashton Foley,Neuilly-sur-Seine,France,Central,Consumer,2011-09-14,Economy,Ile-de-France,"Fellowes Box, Wire Frame",0.1,51.0,20.0,3,Office Supplies,Storage,6,Standard Shipping,2011,Aug,08/2011,1
693,AZ-2011-257509,2011-09-14,Jason Martinez,Strasbourg,France,Central,Corporate,2011-09-21,Economy,Alsace-Champagne-Ardenne-Lorraine,"SanDisk Router, USB",0.0,257.0,108.0,1,Technology,Accessories,7,Standard Shipping,2011,Sep,09/2011,2
694,BN-2011-2762940,2011-09-14,Mia Pugh,Aulnay-sous-Bois,France,Central,Consumer,2011-09-18,Economy,Ile-de-France,"Brother Wireless Fax, Digital",0.15,965.0,-68.0,3,Technology,Copiers,4,Standard Shipping,2011,Sep,09/2011,2
695,AZ-2011-176674,2011-09-19,Abby Colebe,Poissy,France,Central,Consumer,2011-09-21,Priority,Ile-de-France,"Hoover Blender, Black",0.1,172.0,48.0,2,Office Supplies,Appliances,2,Priority Shipping,2011,Sep,09/2011,0
696,AZ-2011-176674,2011-09-19,Abby Colebe,Poissy,France,Central,Consumer,2011-09-21,Priority,Ile-de-France,"Boston Canvas, Fluorescent",0.0,275.0,49.0,5,Office Supplies,Art,2,Priority Shipping,2011,Sep,09/2011,0
