Order ID,Order Date,Customer Name,City,Country,Country_Initial,Region,Segment,Ship Date,Ship Mode,State
BN-2012-6728317,10/10/2012,Jason Calhoun,Saint-Cloud,France,FR,Central,Consumer,15/10/2012,Economy,Ile-de-France
AZ-2012-3935458,15/10/2012,Jonathan Barbee,Choisy-le-Roi,France,FR,Central,Consumer,20/10/2012,Economy,Ile-de-France
AZ-2012-3515644,15/10/2012,Jessica Paramor,Agde,France,FR,Central,Corporate,22/10/2012,Economy,Languedoc-Roussillon-Midi-Pyrénées
BN-2012-2247108,15/10/2012,Donna Nash,Saint-Louis,France,FR,Central,Corporate,17/10/2012,Economy Plus,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-1116063,17/10/2012,Kimberly Jones,Hazebrouck,France,FR,Central,Corporate,24/10/2012,Economy,Nord-Pas-de-Calais-Picardie
AZ-2012-6923537,18/10/2012,Jayden Ali,Marseille,France,FR,Central,Consumer,19/10/2012,Immediate,Provence-Alpes-Côte d'Azur
AZ-2012-3505333,18/10/2012,Lilly Le Grand,Montrouge,France,FR,Central,Home Office,21/10/2012,Priority,Ile-de-France
AZ-2012-1577687,23/10/2012,Aubrey Shedd,Outreau,France,FR,Central,Corporate,28/10/2012,Economy Plus,Nord-Pas-de-Calais-Picardie
BN-2012-7860696,23/10/2012,Scarlett Truchanas,Echirolles,France,FR,Central,Corporate,27/10/2012,Economy Plus,Auvergne-Rhône-Alpes
AZ-2012-9394311,25/10/2012,Audrey Prentice,Amiens,France,FR,Central,Home Office,25/10/2012,Immediate,Nord-Pas-de-Calais-Picardie
AZ-2012-7281587,30/10/2012,Caitlyn Willoughby,Strasbourg,France,FR,Central,Home Office,04/11/2012,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-1751005,30/10/2012,Britney Basaldua,Mulhouse,France,FR,Central,Corporate,04/11/2012,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-2201530,31/10/2012,Samuel Thomas,Villeurbanne,France,FR,Central,Consumer,04/11/2012,Economy,Auvergne-Rhône-Alpes
AZ-2012-9615628,01/11/2012,Adam Gibbs,Reims,France,FR,Central,Corporate,05/11/2012,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-2342130,01/11/2012,Laura Elizabeth,Roubaix,France,FR,Central,Consumer,04/11/2012,Priority,Nord-Pas-de-Calais-Picardie
AZ-2012-3621371,02/11/2012,Sofia de Castella,Marseille,France,FR,Central,Consumer,06/11/2012,Economy Plus,Provence-Alpes-Côte d'Azur
BN-2012-9201500,02/11/2012,Michael Halcomb,Clichy,France,FR,Central,Corporate,05/11/2012,Economy Plus,Ile-de-France
BN-2012-6776208,03/11/2012,Matthew Gill,Albertville,France,FR,Central,Home Office,08/11/2012,Economy,Auvergne-Rhône-Alpes
AZ-2012-8977452,05/11/2012,Thomas Stephens,Saint-Priest,France,FR,Central,Corporate,06/11/2012,Priority,Auvergne-Rhône-Alpes
AZ-2012-231557,05/11/2012,Georgina Garner,Marseille,France,FR,Central,Consumer,09/11/2012,Economy,Provence-Alpes-Côte d'Azur
BN-2012-5924250,05/11/2012,Samantha Reynell,Bourgoin-Jallieu,France,FR,Central,Home Office,11/11/2012,Economy,Auvergne-Rhône-Alpes
AZ-2012-9614824,08/11/2012,Amanda Hutcherson,Aix-en-Provence,France,FR,Central,Corporate,15/11/2012,Economy,Provence-Alpes-Côte d'Azur
BN-2012-205322,08/11/2012,Rory Martindale,Nanterre,France,FR,Central,Consumer,11/11/2012,Economy Plus,Ile-de-France
BN-2012-8746032,08/11/2012,Riley Howells,Verdun,France,FR,Central,Consumer,14/11/2012,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-6580812,10/11/2012,Michael Flores,Caen,France,FR,Central,Corporate,16/11/2012,Economy,Normandy
AZ-2012-1381532,10/11/2012,Zachary Warner,Marseille,France,FR,Central,Consumer,12/11/2012,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2012-2744098,10/11/2012,Casey Forte,Wattrelos,France,FR,Central,Consumer,14/11/2012,Economy,Nord-Pas-de-Calais-Picardie
AZ-2012-3293299,10/11/2012,Bonnie Wilson,Saint-Denis,France,FR,Central,Corporate,13/11/2012,Priority,Ile-de-France
BN-2012-9766110,12/11/2012,Richard Poole,Toulouse,France,FR,Central,Home Office,16/11/2012,Economy,Languedoc-Roussillon-Midi-Pyrénées
BN-2012-5381064,14/11/2012,Lilly Le Grand,Montmorency,France,FR,Central,Home Office,18/11/2012,Economy,Ile-de-France
AZ-2012-3487079,16/11/2012,Owen Howell,Auxerre,France,FR,Central,Home Office,18/11/2012,Economy Plus,Bourgogne-Franche-Comté
AZ-2012-517660,19/11/2012,Leah Barrett,Angers,France,FR,Central,Consumer,26/11/2012,Economy,Pays de la Loire
AZ-2012-2193596,20/11/2012,Millie Newman,Paris,France,FR,Central,Consumer,24/11/2012,Economy,Ile-de-France
AZ-2012-2590055,20/11/2012,Sophie Franklin,Issy-les-Moulineaux,France,FR,Central,Corporate,25/11/2012,Economy,Ile-de-France
AZ-2012-8282656,21/11/2012,Georgina Fuller,Nantes,France,FR,Central,Consumer,24/11/2012,Economy Plus,Pays de la Loire
AZ-2012-9482146,23/11/2012,Victoria Burke,Issy-les-Moulineaux,France,FR,Central,Corporate,29/11/2012,Economy,Ile-de-France
AZ-2012-8459851,23/11/2012,Adam Harte,Brest,France,FR,Central,Corporate,26/11/2012,Priority,Brittany
BN-2012-5546436,23/11/2012,Alexandra Whitehouse,Istres,France,FR,Central,Consumer,25/11/2012,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2012-6998703,24/11/2012,Tyson Jonathan,Saint-Denis,France,FR,Central,Consumer,28/11/2012,Economy,Ile-de-France
AZ-2012-9295804,30/11/2012,Archie Whittaker,Livry-Gargan,France,FR,Central,Home Office,05/12/2012,Economy,Ile-de-France
AZ-2012-4697913,01/12/2012,Lauren Saunders,Saint-Malo,France,FR,Central,Consumer,07/12/2012,Economy,Brittany
AZ-2012-9695675,01/12/2012,Lauren Saunders,Toulon,France,FR,Central,Consumer,05/12/2012,Economy,Provence-Alpes-Côte d'Azur
AZ-2012-4956361,03/12/2012,Makayla Elphinstone,Alfortville,France,FR,Central,Consumer,06/12/2012,Priority,Ile-de-France
BN-2012-704979,03/12/2012,Melody Nelson,Toulouse,France,FR,Central,Corporate,07/12/2012,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2012-3542766,04/12/2012,Alana Zahel,Nantes,France,FR,Central,Consumer,09/12/2012,Economy,Pays de la Loire
AZ-2012-5677067,06/12/2012,Angus Blacklock,Antony,France,FR,Central,Home Office,10/12/2012,Economy,Ile-de-France
AZ-2012-8594420,07/12/2012,Hayley Swanston,Nancy,France,FR,Central,Home Office,11/12/2012,Economy Plus,Alsace-Champagne-Ardenne-Lorraine
AZ-2012-9568691,07/12/2012,Max Ronald,Angers,France,FR,Central,Corporate,07/12/2012,Immediate,Pays de la Loire
AZ-2012-9222896,12/12/2012,Angus De Groot,Paris,France,FR,Central,Corporate,13/12/2012,Priority,Ile-de-France
AZ-2012-4561991,12/12/2012,Maya Pamphlett,Marseille,France,FR,Central,Consumer,15/12/2012,Priority,Provence-Alpes-Côte d'Azur
AZ-2012-1411846,12/12/2012,Mary Parker,Marseille,France,FR,Central,Corporate,14/12/2012,Priority,Provence-Alpes-Côte d'Azur
AZ-2012-2187904,14/12/2012,Gilbert Montgomery,Grigny,France,FR,Central,Consumer,16/12/2012,Priority,Ile-de-France
AZ-2012-5728837,14/12/2012,Edward Webber,Faches-Thumesnil,France,FR,Central,Home Office,16/12/2012,Economy Plus,Nord-Pas-de-Calais-Picardie
AZ-2012-3246904,15/12/2012,Joe Gilbert,Sanary-sur-Mer,France,FR,Central,Home Office,17/12/2012,Economy Plus,Provence-Alpes-Côte d'Azur
BN-2012-1971141,18/12/2012,Edward Hodges,Toulouse,France,FR,Central,Consumer,25/12/2012,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2012-6411999,19/12/2012,James Brown,Saint-Denis,France,FR,Central,Corporate,23/12/2012,Economy Plus,Ile-de-France
AZ-2012-5770966,19/12/2012,Kevin Madigan,Toulon,France,FR,Central,Consumer,22/12/2012,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2012-2950008,20/12/2012,Max Craig,Deuil-la-Barre,France,FR,Central,Corporate,22/12/2012,Priority,Ile-de-France
AZ-2012-2335503,21/12/2012,Jacob Carter,Fontaine,France,FR,Central,Consumer,28/12/2012,Economy,Auvergne-Rhône-Alpes
AZ-2012-5494640,21/12/2012,Faith Greenwood,La Rochelle,France,FR,Central,Consumer,26/12/2012,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2012-5763225,22/12/2012,Kenneth Gonzales,Saint-Malo,France,FR,Central,Consumer,28/12/2012,Economy,Brittany
AZ-2012-1295190,24/12/2012,Patricia Smith,Chilly-Mazarin,France,FR,Central,Corporate,29/12/2012,Economy,Ile-de-France
AZ-2012-5821789,25/12/2012,Mary Wilson,Tours,France,FR,Central,Consumer,28/12/2012,Economy Plus,Centre-Val de Loire
BN-2012-2772925,26/12/2012,Jonathan Bottrill,Toulouse,France,FR,Central,Consumer,30/12/2012,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2012-650441,27/12/2012,Tyson Ebden,Domont,France,FR,Central,Consumer,03/01/2013,Economy,Ile-de-France
AZ-2012-532125,27/12/2012,Henry Pedder,Nice,France,FR,Central,Consumer,30/12/2012,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2012-3751519,28/12/2012,Denise Harris,Paris,France,FR,Central,Consumer,04/01/2013,Economy,Ile-de-France
AZ-2012-9488073,29/12/2012,Tahlia Murnin,Marseille,France,FR,Central,Consumer,01/01/2013,Priority,Provence-Alpes-Côte d'Azur
AZ-2012-3700237,29/12/2012,Archie Springfield,Nice,France,FR,Central,Home Office,02/01/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2012-8140932,31/12/2012,Dominic Scott,Lormont,France,FR,Central,Consumer,02/01/2013,Priority,Aquitaine-Limousin-Poitou-Charentes
BN-2012-1206890,31/12/2012,Angelina Beeton,Toulouse,France,FR,Central,Consumer,04/01/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-503783,01/01/2013,Freddie Kaur,Pau,France,FR,Central,Consumer,01/01/2013,Immediate,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-8629529,02/01/2013,Nate Dacey,Livry-Gargan,France,FR,Central,Consumer,08/01/2013,Economy,Ile-de-France
AZ-2013-5548101,02/01/2013,Jasper Neighbour,Grasse,France,FR,Central,Corporate,05/01/2013,Priority,Provence-Alpes-Côte d'Azur
AZ-2013-2868494,02/01/2013,Kenneth Gonzales,Maisons-Laffitte,France,FR,Central,Consumer,03/01/2013,Priority,Ile-de-France
AZ-2013-3328876,04/01/2013,Daryl Claypool,Gap,France,FR,Central,Corporate,08/01/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-7897530,04/01/2013,Tara Hines,Lyon,France,FR,Central,Consumer,08/01/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-3564823,05/01/2013,Robert Neil,Puteaux,France,FR,Central,Consumer,10/01/2013,Economy,Ile-de-France
AZ-2013-1651080,16/01/2013,Tyson Jonathan,Paris,France,FR,Central,Consumer,22/01/2013,Economy,Ile-de-France
AZ-2013-2652268,17/01/2013,Adam Walpole,Bagneux,France,FR,Central,Corporate,24/01/2013,Economy,Ile-de-France
AZ-2013-7816425,17/01/2013,Libby Allan,Meaux,France,FR,Central,Consumer,21/01/2013,Economy,Ile-de-France
BN-2013-9449552,17/01/2013,Julian Dobie,Toulouse,France,FR,Central,Consumer,23/01/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-2671992,23/01/2013,Louise Winter,Rochefort,France,FR,Central,Corporate,25/01/2013,Economy Plus,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-2055109,23/01/2013,Rebecca Cook,Saint-Ouen,France,FR,Central,Corporate,26/01/2013,Economy Plus,Ile-de-France
AZ-2013-2820920,28/01/2013,Spencer Wallis,Blanquefort,France,FR,Central,Consumer,03/02/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-7144565,29/01/2013,Noah Old,Saint-Herblain,France,FR,Central,Corporate,31/01/2013,Economy Plus,Pays de la Loire
AZ-2013-9011810,31/01/2013,Jade Daniels,Paris,France,FR,Central,Corporate,06/02/2013,Economy,Ile-de-France
AZ-2013-3615405,01/02/2013,David Lowe,Lomme,France,FR,Central,Consumer,07/02/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-2326728,01/02/2013,Nate Wilder-Neligan,Bordeaux,France,FR,Central,Consumer,05/02/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-5414394,02/02/2013,Tahlia Murnin,Bordeaux,France,FR,Central,Consumer,07/02/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-7432125,03/02/2013,Andrew Shah,Alfortville,France,FR,Central,Home Office,03/02/2013,Immediate,Ile-de-France
AZ-2013-3240279,04/02/2013,Leon Barnes,Lens,France,FR,Central,Consumer,08/02/2013,Economy Plus,Nord-Pas-de-Calais-Picardie
AZ-2013-2543728,06/02/2013,Elise Godfrey,Nantes,France,FR,Central,Consumer,11/02/2013,Economy Plus,Pays de la Loire
AZ-2013-5618909,06/02/2013,Shannon Howe,Vannes,France,FR,Central,Consumer,08/02/2013,Priority,Brittany
AZ-2013-8717132,07/02/2013,Zachary Warner,Bron,France,FR,Central,Consumer,13/02/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-2192067,11/02/2013,Robert Barnes,Cognac,France,FR,Central,Consumer,17/02/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-4218614,12/02/2013,Lisa Boyette,Marseille,France,FR,Central,Corporate,17/02/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-308992,12/02/2013,Lucas Warren,Haguenau,France,FR,Central,Consumer,14/02/2013,Priority,Alsace-Champagne-Ardenne-Lorraine
BN-2013-695531,12/02/2013,Georgina Fuller,Cournon-d'Auvergne,France,FR,Central,Consumer,17/02/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-6530870,13/02/2013,Jesse Godson,Meudon,France,FR,Central,Corporate,18/02/2013,Economy Plus,Ile-de-France
AZ-2013-248580,14/02/2013,Richard Harvey,Nanterre,France,FR,Central,Corporate,18/02/2013,Economy,Ile-de-France
AZ-2013-4602895,15/02/2013,Eloise Sykes,Arras,France,FR,Central,Consumer,20/02/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-2039163,18/02/2013,Skye McCaffrey,Argenteuil,France,FR,Central,Consumer,21/02/2013,Economy Plus,Ile-de-France
AZ-2013-5724915,18/02/2013,Patricia Lukes,Lyon,France,FR,Central,Corporate,25/02/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-3395189,19/02/2013,Claire Harrington,Wattrelos,France,FR,Central,Home Office,25/02/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-3483064,19/02/2013,Paige Horsfall,Nice,France,FR,Central,Home Office,26/02/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-393672,20/02/2013,Ella Dwyer-Gray,Meyzieu,France,FR,Central,Consumer,26/02/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-2275252,23/02/2013,Herbert Harrell,Livry-Gargan,France,FR,Central,Home Office,28/02/2013,Economy,Ile-de-France
AZ-2013-3667300,25/02/2013,Naomi Hancock,Bordeaux,France,FR,Central,Corporate,01/03/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
BN-2013-7504800,26/02/2013,Blake Lymburner,Bagneux,France,FR,Central,Consumer,02/03/2013,Economy,Ile-de-France
BN-2013-8024782,27/02/2013,Kai Bolden,Nice,France,FR,Central,Consumer,01/03/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-3863768,28/02/2013,Sebastian McClelland,Le Mans,France,FR,Central,Consumer,28/02/2013,Immediate,Pays de la Loire
AZ-2013-1069052,01/03/2013,Katherine Grant,Auch,France,FR,Central,Consumer,07/03/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-5105869,02/03/2013,Abby Mei,Colmar,France,FR,Central,Corporate,06/03/2013,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2013-6996461,08/03/2013,Ben Hogben,Saint-Herblain,France,FR,Central,Corporate,12/03/2013,Economy,Pays de la Loire
AZ-2013-2520364,11/03/2013,Thomas Stephens,Gap,France,FR,Central,Corporate,16/03/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-6813674,15/03/2013,Eva Arnold,Tourcoing,France,FR,Central,Consumer,19/03/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-2961520,15/03/2013,Kai Leonard,Pessac,France,FR,Central,Corporate,21/03/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-701408,15/03/2013,Michael Myers,Colomiers,France,FR,Central,Home Office,19/03/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-5523176,19/03/2013,Kai Bolden,Marseille,France,FR,Central,Consumer,22/03/2013,Priority,Provence-Alpes-Côte d'Azur
BN-2013-9063982,19/03/2013,Aidan Rowe,Saint-Chamond,France,FR,Central,Consumer,19/03/2013,Immediate,Auvergne-Rhône-Alpes
AZ-2013-1389510,25/03/2013,Madison Rowley,Versailles,France,FR,Central,Consumer,01/04/2013,Economy,Ile-de-France
AZ-2013-7442284,28/03/2013,Isabelle Radcliffe,Six-Fours-les-Plages,France,FR,Central,Corporate,02/04/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-9900662,29/03/2013,Rachel Norton,Castelnau-le-Lez,France,FR,Central,Corporate,01/04/2013,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-1437860,02/04/2013,Ella Harrhy,Ermont,France,FR,Central,Corporate,07/04/2013,Economy,Ile-de-France
AZ-2013-2184439,02/04/2013,Kayla Tearle,Nancy,France,FR,Central,Corporate,05/04/2013,Priority,Alsace-Champagne-Ardenne-Lorraine
BN-2013-4615508,02/04/2013,Lola Hughes,Gradignan,France,FR,Central,Consumer,07/04/2013,Economy Plus,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-755831,04/04/2013,Luca Varley,Thionville,France,FR,Central,Corporate,07/04/2013,Priority,Alsace-Champagne-Ardenne-Lorraine
AZ-2013-8360642,05/04/2013,Kyle Nash,Clamart,France,FR,Central,Consumer,08/04/2013,Priority,Ile-de-France
AZ-2013-8383284,06/04/2013,Robert Duffy,Grenoble,France,FR,Central,Home Office,06/04/2013,Immediate,Auvergne-Rhône-Alpes
BN-2013-9520844,09/04/2013,Oscar Noble,Paris,France,FR,Central,Consumer,15/04/2013,Economy,Ile-de-France
AZ-2013-9033222,10/04/2013,Jasmine Slater,Marseille,France,FR,Central,Corporate,17/04/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-2927479,11/04/2013,Hannah Conyers,Draguignan,France,FR,Central,Home Office,13/04/2013,Priority,Provence-Alpes-Côte d'Azur
AZ-2013-8161791,13/04/2013,Lucas Breillat,Beauvais,France,FR,Central,Home Office,15/04/2013,Economy Plus,Nord-Pas-de-Calais-Picardie
AZ-2013-1211955,15/04/2013,Abby Mei,Mougins,France,FR,Central,Corporate,17/04/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-6636163,15/04/2013,Jessica Paramor,Bressuire,France,FR,Central,Corporate,20/04/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-2312887,16/04/2013,Katie Thom,Lille,France,FR,Central,Corporate,23/04/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-4309368,20/04/2013,Georgia Bermingham,Tournefeuille,France,FR,Central,Home Office,20/04/2013,Immediate,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-5683679,22/04/2013,Robert Quick,Athis-Mons,France,FR,Central,Consumer,26/04/2013,Economy,Ile-de-France
AZ-2013-1368588,25/04/2013,Luz Reilly,Cachan,France,FR,Central,Consumer,30/04/2013,Economy Plus,Ile-de-France
AZ-2013-4721173,26/04/2013,Oscar Noble,Cagnes-sur-Mer,France,FR,Central,Consumer,30/04/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-3963100,30/04/2013,Alannah Langridge,Marseille,France,FR,Central,Consumer,04/05/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-5643375,30/04/2013,Anna Macdonald,Arles,France,FR,Central,Consumer,03/05/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-6800443,30/04/2013,Jason Martinez,Bondy,France,FR,Central,Corporate,03/05/2013,Priority,Ile-de-France
BN-2013-6927088,02/05/2013,Jasmine Hanson,Gennevilliers,France,FR,Central,Consumer,06/05/2013,Economy,Ile-de-France
AZ-2013-9502186,06/05/2013,Logan Allan,Cluses,France,FR,Central,Corporate,09/05/2013,Economy Plus,Auvergne-Rhône-Alpes
AZ-2013-5306742,08/05/2013,Katie Evenden,Le Pontet,France,FR,Central,Corporate,14/05/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-5539829,09/05/2013,Jessica Paramor,Courbevoie,France,FR,Central,Corporate,09/05/2013,Immediate,Ile-de-France
AZ-2013-5029769,10/05/2013,Alice Black,Albertville,France,FR,Central,Home Office,13/05/2013,Priority,Auvergne-Rhône-Alpes
AZ-2013-5054484,14/05/2013,Isaac David,Vernon,France,FR,Central,Corporate,16/05/2013,Economy Plus,Normandy
AZ-2013-3949241,15/05/2013,Isabella Cleary,Toulouse,France,FR,Central,Home Office,21/05/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
BN-2013-8197561,16/05/2013,Marcus Leon,Aubervilliers,France,FR,Central,Corporate,22/05/2013,Economy,Ile-de-France
AZ-2013-4462556,17/05/2013,Alannah Callaway,Nice,France,FR,Central,Consumer,24/05/2013,Economy,Provence-Alpes-Côte d'Azur
BN-2013-7528066,22/05/2013,Gerald Galvan,Bordeaux,France,FR,Central,Corporate,26/05/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-9718437,25/05/2013,Victoria Bell,Bagneux,France,FR,Central,Home Office,31/05/2013,Economy,Ile-de-France
AZ-2013-6437122,29/05/2013,Matthew Gill,Pontault-Combault,France,FR,Central,Home Office,02/06/2013,Economy,Ile-de-France
AZ-2013-6514734,30/05/2013,Ashton Morey,Lyon,France,FR,Central,Consumer,05/06/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-6538,30/05/2013,Isabella Cleary,Menton,France,FR,Central,Home Office,04/06/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-8108569,02/06/2013,Josh Wilkinson,Echirolles,France,FR,Central,Corporate,06/06/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-9283365,04/06/2013,Max Ludwig,Clichy-sous-Bois,France,FR,Central,Home Office,08/06/2013,Economy,Ile-de-France
BN-2013-397330,04/06/2013,Isla Vogel,Paris,France,FR,Central,Home Office,10/06/2013,Economy,Ile-de-France
AZ-2013-2465655,06/06/2013,Jonathan Bottrill,Bourges,France,FR,Central,Consumer,10/06/2013,Economy,Centre-Val de Loire
AZ-2013-4775573,07/06/2013,Indiana Wekey,Montauban,France,FR,Central,Corporate,08/06/2013,Priority,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-5022500,07/06/2013,Louise Walsh,Roanne,France,FR,Central,Consumer,11/06/2013,Economy,Auvergne-Rhône-Alpes
AZ-2013-6415803,07/06/2013,Erin Gill,Bordeaux,France,FR,Central,Home Office,11/06/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-4637331,08/06/2013,Nathan Allwood,Nice,France,FR,Central,Home Office,12/06/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-7626927,08/06/2013,Dustin Thomas,Bayonne,France,FR,Central,Consumer,13/06/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
BN-2013-583958,08/06/2013,Madison Chadwick,Marseille,France,FR,Central,Consumer,09/06/2013,Priority,Provence-Alpes-Côte d'Azur
AZ-2013-125479,09/06/2013,Jay Andrews,Paris,France,FR,Central,Consumer,15/06/2013,Economy,Ile-de-France
AZ-2013-9673280,10/06/2013,Jade Hawkins,Carvin,France,FR,Central,Consumer,14/06/2013,Economy,Nord-Pas-de-Calais-Picardie
AZ-2013-699098,11/06/2013,Walter Aguilar,Villeneuve-Saint-Georges,France,FR,Central,Consumer,15/06/2013,Economy,Ile-de-France
AZ-2013-4362020,11/06/2013,Madeleine Nixon,Toulon,France,FR,Central,Home Office,18/06/2013,Economy,Provence-Alpes-Côte d'Azur
AZ-2013-6711717,12/06/2013,Zoe Lowin,Albi,France,FR,Central,Consumer,19/06/2013,Economy,Languedoc-Roussillon-Midi-Pyrénées
AZ-2013-2134224,12/06/2013,Michael Kim,Sevran,France,FR,Central,Consumer,16/06/2013,Economy,Ile-de-France
AZ-2013-6802973,13/06/2013,Tia Metcalfe,Saint-Dizier,France,FR,Central,Consumer,19/06/2013,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2013-9938365,13/06/2013,Thomas Shepherd,Lyon,France,FR,Central,Corporate,14/06/2013,Priority,Auvergne-Rhône-Alpes
AZ-2013-6138648,14/06/2013,Sam French,Rennes,France,FR,Central,Consumer,20/06/2013,Economy,Brittany
AZ-2013-8774500,17/06/2013,Alice Currie,Antony,France,FR,Central,Consumer,19/06/2013,Priority,Ile-de-France
AZ-2013-7431618,18/06/2013,Angus Fryar,Sarreguemines,France,FR,Central,Consumer,23/06/2013,Economy,Alsace-Champagne-Ardenne-Lorraine
AZ-2013-5974172,19/06/2013,Jose Gambino,Toulouse,France,FR,Central,Corporate,22/06/2013,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées
BN-2013-2488199,22/06/2013,Charlie Brooks,Saint-Nazaire,France,FR,Central,Consumer,29/06/2013,Economy,Pays de la Loire
AZ-2013-9549607,25/06/2013,Alpha Ross,Clichy-sous-Bois,France,FR,Central,Corporate,29/06/2013,Economy,Ile-de-France
AZ-2013-5532307,27/06/2013,Kelly Long,Chartres,France,FR,Central,Corporate,01/07/2013,Economy,Centre-Val de Loire
BN-2013-9871283,27/06/2013,Geraldine Mizelle,Aix-en-Provence,France,FR,Central,Corporate,02/07/2013,Economy Plus,Provence-Alpes-Côte d'Azur
BN-2013-2045874,28/06/2013,Jack Brier,Boulogne-Billancourt,France,FR,Central,Consumer,28/06/2013,Immediate,Ile-de-France
AZ-2013-2857120,03/07/2013,Kimberly Boyd,Bayonne,France,FR,Central,Corporate,07/07/2013,Economy,Aquitaine-Limousin-Poitou-Charentes
AZ-2013-8689698,08/07/2013,Charlie Wells,Marseille,France,FR,Central,Home Office,10/07/2013,Economy Plus,Provence-Alpes-Côte d'Azur
AZ-2013-8090289,11/07/2013,Kristal McCaslin,Massy,France,FR,Central,Corporate,16/07/2013,Economy,Ile-de-France
BN-2013-6883995,11/07/2013,Freya Daniels,Saumur,France,FR,Central,Consumer,15/07/2013,Economy,Pays de la Loire
AZ-2013-5213862,12/07/2013,Sam Rees,Paris,France,FR,Central,Home Office,18/07/2013,Economy,Ile-de-France
AZ-2013-2963078,14/07/2013,Leah Derham,Clamart,France,FR,Central,Consumer,20/07/2013,Economy,Ile-de-France
AZ-2013-6920962,15/07/2013,Paul Cleary,Caen,France,FR,Central,Corporate,21/07/2013,Economy,Normandy
AZ-2013-6224487,15/07/2013,Oliver Stephenson,Poitiers,France,FR,Central,Consumer,18/07/2013,Economy Plus,Aquitaine-Limousin-Poitou-Charentes
