Order_ID,Order Date,Customer Name,City,Country Name,Region,Segment,Ship Date,Ship Mode,State,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
AZ-2013-5719967,26/12/2013,Mark Harris,Le Chesnay,FR,Central,Consumer,01/01/2014,Economy,Ile-de-France,"Sharp Fax Machine, Laser",0.15,"$2,764.00",-$195.00,11,Technology,Copiers
AZ-2013-5719967,26/12/2013,Mark Harris,Le Chesnay,FR,Central,Consumer,01/01/2014,Economy,Ile-de-France,"Panasonic Receipt Printer, White",0.15,$304.00,$72.00,3,Technology,Machines
AZ-2013-5719967,26/12/2013,Mark Harris,Le Chesnay,FR,Central,Consumer,01/01/2014,Economy,Ile-de-France,"Motorola Smart Phone, with Caller ID",0.15,"$2,195.00",$207.00,4,Technology,Phones
AZ-2013-5129738,27/12/2013,Louis Wilson,Vernon,FR,Central,Consumer,01/02/2014,Economy,Normandy,"Panasonic Inkjet, Durable",0.15,$265.00,$16.00,1,Technology,Machines
AZ-2013-2259451,27/12/2013,Claire Harrington,Meudon,FR,Central,Home Office,31/12/2013,Economy,Ile-de-France,"Logitech Flash Drive, Erganomic",0,$85.00,$38.00,3,Technology,Accessories
AZ-2013-3256885,28/12/2013,William Jolly,Clichy,FR,Central,Consumer,01/04/2014,Economy,Ile-de-France,"Avery Hole Reinforcements, Durable",0,$12.00,$4.00,2,Office Supplies,Binders
AZ-2013-3301955,31/12/2013,Nicole Johns,Marseille,FR,Central,Consumer,01/02/2014,Priority,Provence-Alpes-Côte d'Azur,"Binney & Smith Highlighters, Fluorescent",0,$143.00,$11.00,8,Office Supplies,Art
AZ-2013-3301955,31/12/2013,Nicole Johns,Marseille,FR,Central,Consumer,01/02/2014,Priority,Provence-Alpes-Côte d'Azur,"Enermax Numeric Keypad, Erganomic",0,$118.00,$13.00,2,Technology,Accessories
AZ-2014-1954192,01/01/2014,Katie Thom,Vaulx-en-Velin,FR,Central,Corporate,01/05/2014,Economy Plus,Auvergne-Rhône-Alpes,"Stanley Canvas, Fluorescent",0,$152.00,$49.00,3,Office Supplies,Art
AZ-2014-1954192,01/01/2014,Katie Thom,Vaulx-en-Velin,FR,Central,Corporate,01/05/2014,Economy Plus,Auvergne-Rhône-Alpes,"Ibico Hole Reinforcements, Recycled",0,$51.00,$16.00,7,Office Supplies,Binders
AZ-2014-561709,01/01/2014,Mary Saterfiel,Pantin,FR,Central,Consumer,01/03/2014,Economy Plus,Ile-de-France,"Boston Markers, Water Color",0,$30.00,$0.00,1,Office Supplies,Art
AZ-2014-561709,01/01/2014,Mary Saterfiel,Pantin,FR,Central,Consumer,01/03/2014,Economy Plus,Ile-de-France,"Smead Round Labels, Laser Printer Compatible",0,$14.00,$5.00,2,Office Supplies,Labels
AZ-2014-561709,01/01/2014,Mary Saterfiel,Pantin,FR,Central,Consumer,01/03/2014,Economy Plus,Ile-de-France,"Okidata Printer, Red",0.15,$677.00,-$112.00,3,Technology,Machines
BN-2014-6812331,01/01/2014,Brooke Horton,Cergy,FR,Central,Consumer,01/03/2014,Economy Plus,Ile-de-France,"Nokia Office Telephone, with Caller ID",0.15,$332.00,-$43.00,6,Technology,Phones
AZ-2014-3853517,01/03/2014,Lilian Rodgers,Noisy-le-Grand,FR,Central,Consumer,01/04/2014,Priority,Ile-de-France,"SanDisk Cards & Envelopes, Multicolor",0,$249.00,$17.00,5,Office Supplies,Paper
AZ-2014-3264915,01/05/2014,Joel McKean,Clermont-Ferrand,FR,Central,Home Office,01/10/2014,Economy Plus,Auvergne-Rhône-Alpes,"Acme Box Cutter, Easy Grip",0,$276.00,$135.00,7,Office Supplies,Supplies
AZ-2014-1517512,01/06/2014,Bryce Efird,Pessac,FR,Central,Corporate,01/10/2014,Economy,Aquitaine-Limousin-Poitou-Charentes,"Avery File Folder Labels, Laser Printer Compatible",0,$46.00,$20.00,5,Office Supplies,Labels
BN-2014-585455,01/06/2014,Joe Gilbert,Drancy,FR,Central,Home Office,01/10/2014,Economy,Ile-de-France,"Lesro Wood Table, Fully Assembled",0.35,"$1,829.00",-$56.00,6,Furniture,Tables
BN-2014-585455,01/06/2014,Joe Gilbert,Drancy,FR,Central,Home Office,01/10/2014,Economy,Ile-de-France,"Binney & Smith Highlighters, Easy-Erase",0,$17.00,$6.00,1,Office Supplies,Art
BN-2014-585455,01/06/2014,Joe Gilbert,Drancy,FR,Central,Home Office,01/10/2014,Economy,Ile-de-France,"Smead Lockers, Single Width",0.1,$357.00,$139.00,2,Office Supplies,Storage
AZ-2014-3774339,01/08/2014,Jay Andrews,Tourcoing,FR,Central,Consumer,14/01/2014,Economy,Nord-Pas-de-Calais-Picardie,"Advantus Frame, Durable",0,$324.00,$36.00,3,Furniture,Furnishings
AZ-2014-3774339,01/08/2014,Jay Andrews,Tourcoing,FR,Central,Consumer,14/01/2014,Economy,Nord-Pas-de-Calais-Picardie,"Wilson Jones Binder Covers, Recycled",0,$58.00,$14.00,5,Office Supplies,Binders
AZ-2014-3774339,01/08/2014,Jay Andrews,Tourcoing,FR,Central,Consumer,14/01/2014,Economy,Nord-Pas-de-Calais-Picardie,"Rogers Box, Single Width",0.1,$22.00,$0.00,1,Office Supplies,Storage
AZ-2014-3774339,01/08/2014,Jay Andrews,Tourcoing,FR,Central,Consumer,14/01/2014,Economy,Nord-Pas-de-Calais-Picardie,"Fiskars Shears, High Speed",0,$95.00,$47.00,2,Office Supplies,Supplies
AZ-2014-3774339,01/08/2014,Jay Andrews,Tourcoing,FR,Central,Consumer,14/01/2014,Economy,Nord-Pas-de-Calais-Picardie,"Panasonic Phone, White",0.15,$495.00,-$35.00,7,Technology,Machines
BN-2014-6221889,01/09/2014,Phoebe Moore,Lyon,FR,Central,Corporate,01/10/2014,Immediate,Auvergne-Rhône-Alpes,"Tenex Folders, Industrial",0.1,$64.00,-$7.00,3,Office Supplies,Storage
BN-2014-6883974,01/09/2014,Abby Mei,Paris,FR,Central,Corporate,01/09/2014,Immediate,Ile-de-France,"StarTech Inkjet, Durable",0.15,"$1,021.00",-$48.00,4,Technology,Machines
AZ-2014-8168742,01/10/2014,Imogen Steele,Les Herbiers,FR,Central,Corporate,14/01/2014,Economy,Pays de la Loire,"Hewlett Wireless Fax, Color",0.15,"$1,622.00",$95.00,5,Technology,Copiers
AZ-2014-7220794,13/01/2014,Tyson Ebden,Paris,FR,Central,Consumer,17/01/2014,Economy,Ile-de-France,"Sanford Pencil Sharpener, Water Color",0,$87.00,$10.00,3,Office Supplies,Art
AZ-2014-7220794,13/01/2014,Tyson Ebden,Paris,FR,Central,Consumer,17/01/2014,Economy,Ile-de-France,"Belkin Router, Programmable",0,"$1,301.00",$573.00,5,Technology,Accessories
AZ-2014-1954439,14/01/2014,Ashley Baldwinson,Lyon,FR,Central,Corporate,19/01/2014,Economy,Auvergne-Rhône-Alpes,"Advantus Door Stop, Erganomic",0,$131.00,$41.00,3,Furniture,Furnishings
AZ-2014-1954439,14/01/2014,Ashley Baldwinson,Lyon,FR,Central,Corporate,19/01/2014,Economy,Auvergne-Rhône-Alpes,"Okidata Phone, White",0.15,$72.00,-$12.00,1,Technology,Machines
AZ-2014-2916681,14/01/2014,Richard Harvey,Lyon,FR,Central,Corporate,18/01/2014,Economy,Auvergne-Rhône-Alpes,"Dania Classic Bookcase, Mobile",0.1,$372.00,$33.00,1,Furniture,Bookcases
AZ-2014-2916681,14/01/2014,Richard Harvey,Lyon,FR,Central,Corporate,18/01/2014,Economy,Auvergne-Rhône-Alpes,"SAFCO Rocking Chair, Red",0.1,$364.00,-$20.00,3,Furniture,Chairs
AZ-2014-8970426,16/01/2014,Abigail Humffray,La Seyne-sur-Mer,FR,Central,Consumer,16/01/2014,Immediate,Provence-Alpes-Côte d'Azur,"Binney & Smith Pencil Sharpener, Easy-Erase",0,$140.00,$15.00,5,Office Supplies,Art
AZ-2014-6249694,17/01/2014,Jose Gambino,Metz,FR,Central,Corporate,23/01/2014,Economy,Alsace-Champagne-Ardenne-Lorraine,"Binney & Smith Highlighters, Water Color",0,$79.00,$33.00,4,Office Supplies,Art
AZ-2014-6249694,17/01/2014,Jose Gambino,Metz,FR,Central,Corporate,23/01/2014,Economy,Alsace-Champagne-Ardenne-Lorraine,"Acco Hole Reinforcements, Durable",0,$24.00,$11.00,3,Office Supplies,Binders
AZ-2014-6249694,17/01/2014,Jose Gambino,Metz,FR,Central,Corporate,23/01/2014,Economy,Alsace-Champagne-Ardenne-Lorraine,"Rogers File Cart, Industrial",0.1,$637.00,$50.00,5,Office Supplies,Storage
AZ-2014-2835554,17/01/2014,Holly Doyle,Bastia,FR,Central,Consumer,19/01/2014,Economy Plus,Corsica,"Eldon Lockers, Industrial",0.1,$714.00,$309.00,4,Office Supplies,Storage
BN-2014-1952726,18/01/2014,Anthony Lawrence,Chaumont,FR,Central,Consumer,25/01/2014,Economy,Alsace-Champagne-Ardenne-Lorraine,"Jiffy Manila Envelope, with clear poly window",0,$30.00,$0.00,1,Office Supplies,Envelopes
AZ-2014-7306180,20/01/2014,Charlie Brooks,Antibes,FR,Central,Consumer,24/01/2014,Economy Plus,Provence-Alpes-Côte d'Azur,"Hon Swivel Stool, Set of Two",0.1,$597.00,$93.00,4,Furniture,Chairs
AZ-2014-7306180,20/01/2014,Charlie Brooks,Antibes,FR,Central,Consumer,24/01/2014,Economy Plus,Provence-Alpes-Côte d'Azur,"Avery Index Tab, Clear",0,$13.00,$0.00,2,Office Supplies,Binders
BN-2014-3037532,20/01/2014,Winnie Moss,Aix-en-Provence,FR,Central,Consumer,26/01/2014,Economy,Provence-Alpes-Côte d'Azur,"Brother Wireless Fax, Digital",0.15,$643.00,-$45.00,2,Technology,Copiers
AZ-2014-2483272,21/01/2014,Lorri Stratton,Roanne,FR,Central,Consumer,23/01/2014,Economy Plus,Auvergne-Rhône-Alpes,"Ibico Hole Reinforcements, Recycled",0,$44.00,$14.00,6,Office Supplies,Binders
AZ-2014-2483272,21/01/2014,Lorri Stratton,Roanne,FR,Central,Consumer,23/01/2014,Economy Plus,Auvergne-Rhône-Alpes,"Kraft Clasp Envelope, with clear poly window",0,$25.00,$12.00,2,Office Supplies,Envelopes
AZ-2014-2483272,21/01/2014,Lorri Stratton,Roanne,FR,Central,Consumer,23/01/2014,Economy Plus,Auvergne-Rhône-Alpes,"Logitech Flash Drive, Programmable",0,$192.00,$90.00,6,Technology,Accessories
AZ-2014-4160520,21/01/2014,Aaron Cunningham,Roissy-en-Brie,FR,Central,Consumer,26/01/2014,Economy,Ile-de-France,"Novimex Chairmat, Red",0.1,$101.00,$23.00,2,Furniture,Chairs
AZ-2014-6360899,26/01/2014,Britney Basaldua,Paris,FR,Central,Corporate,31/01/2014,Economy,Ile-de-France,"Eldon Frame, Duo Pack",0,$582.00,$262.00,5,Furniture,Furnishings
AZ-2014-6360899,26/01/2014,Britney Basaldua,Paris,FR,Central,Corporate,31/01/2014,Economy,Ile-de-France,"Hoover Toaster, Black",0.1,$75.00,$29.00,1,Office Supplies,Appliances
AZ-2014-6360899,26/01/2014,Britney Basaldua,Paris,FR,Central,Corporate,31/01/2014,Economy,Ile-de-France,"Acco Hole Reinforcements, Recycled",0,$14.00,$7.00,2,Office Supplies,Binders
AZ-2014-6360899,26/01/2014,Britney Basaldua,Paris,FR,Central,Corporate,31/01/2014,Economy,Ile-de-France,"Cardinal Hole Reinforcements, Durable",0,$21.00,$4.00,3,Office Supplies,Binders
AZ-2014-6360899,26/01/2014,Britney Basaldua,Paris,FR,Central,Corporate,31/01/2014,Economy,Ile-de-France,"Okidata Receipt Printer, Wireless",0.15,$313.00,$44.00,3,Technology,Machines
AZ-2014-9603730,28/01/2014,Eloise Sykes,Flers,FR,Central,Consumer,02/01/2014,Economy,Normandy,"Acco Binding Machine, Economy",0,$255.00,$74.00,5,Office Supplies,Binders
AZ-2014-2339680,28/01/2014,Riley Howells,Bourg-en-Bresse,FR,Central,Consumer,02/04/2014,Economy,Auvergne-Rhône-Alpes,"Dania Library with Doors, Metal",0.1,$977.00,$271.00,3,Furniture,Bookcases
AZ-2014-2339680,28/01/2014,Riley Howells,Bourg-en-Bresse,FR,Central,Consumer,02/04/2014,Economy,Auvergne-Rhône-Alpes,"Jiffy Mailers, with clear poly window",0,$122.00,$61.00,3,Office Supplies,Envelopes
AZ-2014-9284245,29/01/2014,Keith Martinez,Aubervilliers,FR,Central,Consumer,02/04/2014,Economy,Ile-de-France,"Fellowes Box, Single Width",0.1,$53.00,-$2.00,3,Office Supplies,Storage
AZ-2014-9284245,29/01/2014,Keith Martinez,Aubervilliers,FR,Central,Consumer,02/04/2014,Economy,Ile-de-France,"Rogers Lockers, Single Width",0.1,$381.00,$144.00,2,Office Supplies,Storage
AZ-2014-9284245,29/01/2014,Keith Martinez,Aubervilliers,FR,Central,Consumer,02/04/2014,Economy,Ile-de-France,"HP Copy Machine, High-Speed",0.15,$829.00,$19.00,4,Technology,Copiers
AZ-2014-9284245,29/01/2014,Keith Martinez,Aubervilliers,FR,Central,Consumer,02/04/2014,Economy,Ile-de-France,"Epson Printer, Red",0.15,$442.00,$31.00,2,Technology,Machines
BN-2014-3043420,29/01/2014,Alannah Langridge,Le Havre,FR,Central,Consumer,02/02/2014,Economy,Normandy,"Apple Signal Booster, with Caller ID",0.15,$465.00,-$33.00,4,Technology,Phones
AZ-2014-978460,31/01/2014,Philip Newsom,Annecy-le-Vieux,FR,Central,Corporate,02/04/2014,Economy,Auvergne-Rhône-Alpes,"Panasonic Inkjet, Red",0.15,"$2,103.00",$322.00,8,Technology,Machines
AZ-2014-4015519,02/03/2014,Carl Proctor,Lanester,FR,Central,Consumer,02/09/2014,Economy,Brittany,"Hamilton Beach Toaster, Silver",0.1,$157.00,$59.00,3,Office Supplies,Appliances
AZ-2014-4015519,02/03/2014,Carl Proctor,Lanester,FR,Central,Consumer,02/09/2014,Economy,Brittany,"Sharp Ink, Laser",0.15,$529.00,$6.00,5,Technology,Copiers
AZ-2014-4015519,02/03/2014,Carl Proctor,Lanester,FR,Central,Consumer,02/09/2014,Economy,Brittany,"Samsung Speaker Phone, Cordless",0.15,$429.00,$10.00,4,Technology,Phones
AZ-2014-783246,02/06/2014,Sam Rees,Cholet,FR,Central,Home Office,02/08/2014,Priority,Pays de la Loire,"Hon Rocking Chair, Black",0.1,$346.00,$108.00,3,Furniture,Chairs
AZ-2014-783246,02/06/2014,Sam Rees,Cholet,FR,Central,Home Office,02/08/2014,Priority,Pays de la Loire,"Cardinal Hole Reinforcements, Recycled",0,$17.00,$7.00,3,Office Supplies,Binders
AZ-2014-7416333,02/08/2014,Poppy Gunn,Rouen,FR,Central,Consumer,13/02/2014,Economy,Normandy,"Cardinal Binder, Durable",0,$31.00,$2.00,2,Office Supplies,Binders
BN-2014-3939293,02/10/2014,Sean Ford,Paris,FR,Central,Home Office,16/02/2014,Economy,Ile-de-France,"Epson Phone, Durable",0.15,$482.00,-$6.00,7,Technology,Machines
AZ-2014-5577510,17/02/2014,Spencer Oliver,Moulins,FR,Central,Consumer,22/02/2014,Economy,Auvergne-Rhône-Alpes,"Novimex Steel Folding Chair, Black",0.1,$575.00,$45.00,8,Furniture,Chairs
AZ-2014-9590613,17/02/2014,Aidan Rowe,Tourcoing,FR,Central,Consumer,21/02/2014,Economy Plus,Nord-Pas-de-Calais-Picardie,"Stanley Markers, Easy-Erase",0,$45.00,$0.00,2,Office Supplies,Art
AZ-2014-9590613,17/02/2014,Aidan Rowe,Tourcoing,FR,Central,Consumer,21/02/2014,Economy Plus,Nord-Pas-de-Calais-Picardie,"Eldon Trays, Blue",0.1,$86.00,$8.00,2,Office Supplies,Storage
AZ-2014-9590613,17/02/2014,Aidan Rowe,Tourcoing,FR,Central,Consumer,21/02/2014,Economy Plus,Nord-Pas-de-Calais-Picardie,"Cisco Office Telephone, with Caller ID",0.15,$274.00,-$7.00,4,Technology,Phones
AZ-2014-4502269,17/02/2014,Harriet Webb,Angers,FR,Central,Consumer,17/02/2014,Immediate,Pays de la Loire,"Stanley Pens, Fluorescent",0,$90.00,$8.00,8,Office Supplies,Art
AZ-2014-656568,20/02/2014,David Mortlock,Gennevilliers,FR,Central,Consumer,22/02/2014,Priority,Ile-de-France,"Boston Pens, Blue",0,$85.00,$2.00,6,Office Supplies,Art
AZ-2014-656568,20/02/2014,David Mortlock,Gennevilliers,FR,Central,Consumer,22/02/2014,Priority,Ile-de-France,"Harbour Creations File Folder Labels, 5000 Label Set",0,$27.00,$6.00,3,Office Supplies,Labels
BN-2014-5536187,21/02/2014,Bonnie Wilson,Dieppe,FR,Central,Corporate,25/02/2014,Economy,Normandy,"Jiffy Business Envelopes, Recycled",0,$44.00,$7.00,3,Office Supplies,Envelopes
BN-2014-5536187,21/02/2014,Bonnie Wilson,Dieppe,FR,Central,Corporate,25/02/2014,Economy,Normandy,"Rogers Shelving, Blue",0.1,$168.00,-$9.00,3,Office Supplies,Storage
BN-2014-5536187,21/02/2014,Bonnie Wilson,Dieppe,FR,Central,Corporate,25/02/2014,Economy,Normandy,"Enermax Mouse, Erganomic",0,$114.00,$8.00,3,Technology,Accessories
BN-2014-5536187,21/02/2014,Bonnie Wilson,Dieppe,FR,Central,Corporate,25/02/2014,Economy,Normandy,"Brother Fax and Copier, Digital",0.15,"$1,300.00",-$16.00,8,Technology,Copiers
AZ-2014-6379288,22/02/2014,Daniel Lucas,Saint-Gratien,FR,Central,Home Office,26/02/2014,Economy,Ile-de-France,"GlobeWeis Manila Envelope, Set of 50",0,$55.00,$18.00,2,Office Supplies,Envelopes
AZ-2014-7578563,25/02/2014,Jeffrey Laird,Marseille,FR,Central,Corporate,28/02/2014,Economy Plus,Provence-Alpes-Côte d'Azur,"Okidata Receipt Printer, Red",0.15,$918.00,$22.00,9,Technology,Machines
BN-2014-5871078,26/02/2014,Jack Holland,Toulouse,FR,Central,Consumer,03/04/2014,Economy,Languedoc-Roussillon-Midi-Pyrénées,"Canon Fax Machine, High-Speed",0.65,$332.00,-$503.00,3,Technology,Copiers
AZ-2014-2672334,27/02/2014,Alexander Bond,Wasquehal,FR,Central,Corporate,03/01/2014,Priority,Nord-Pas-de-Calais-Picardie,"Avery Round Labels, Adjustable",0,$5.00,$1.00,1,Office Supplies,Labels
AZ-2014-4258600,28/02/2014,Hollie Norris,Colombes,FR,Central,Consumer,03/04/2014,Economy,Ile-de-France,"BIC Pens, Easy-Erase",0,$44.00,$10.00,3,Office Supplies,Art
AZ-2014-4258600,28/02/2014,Hollie Norris,Colombes,FR,Central,Consumer,03/04/2014,Economy,Ile-de-France,"Green Bar Computer Printout Paper, Recycled",0,$59.00,$5.00,2,Office Supplies,Paper
AZ-2014-4237223,03/03/2014,Leah Barrett,Amiens,FR,Central,Consumer,03/08/2014,Economy Plus,Nord-Pas-de-Calais-Picardie,"Ibico Binder Covers, Clear",0,$39.00,$3.00,3,Office Supplies,Binders
AZ-2014-4237223,03/03/2014,Leah Barrett,Amiens,FR,Central,Consumer,03/08/2014,Economy Plus,Nord-Pas-de-Calais-Picardie,"Wilson Jones 3-Hole Punch, Recycled",0,$85.00,$25.00,3,Office Supplies,Binders
AZ-2014-8796314,03/05/2014,Alana Zahel,Paris,FR,Central,Consumer,03/05/2014,Immediate,Ile-de-France,"Stanley Canvas, Fluorescent",0,$355.00,$114.00,7,Office Supplies,Art
AZ-2014-8796314,03/05/2014,Alana Zahel,Paris,FR,Central,Consumer,03/05/2014,Immediate,Ile-de-France,"Kraft Peel and Seal, Set of 50",0,$61.00,$11.00,3,Office Supplies,Envelopes
AZ-2014-8796314,03/05/2014,Alana Zahel,Paris,FR,Central,Consumer,03/05/2014,Immediate,Ile-de-France,"Tenex Shelving, Industrial",0.1,$149.00,$15.00,3,Office Supplies,Storage
AZ-2014-8796314,03/05/2014,Alana Zahel,Paris,FR,Central,Consumer,03/05/2014,Immediate,Ile-de-France,"Enermax Memory Card, USB",0,$688.00,$103.00,6,Technology,Accessories
AZ-2014-139627,03/05/2014,Julia Martell,Angers,FR,Central,Home Office,03/10/2014,Economy,Pays de la Loire,"Cardinal Binding Machine, Economy",0,$348.00,$97.00,7,Office Supplies,Binders
AZ-2014-139627,03/05/2014,Julia Martell,Angers,FR,Central,Home Office,03/10/2014,Economy,Pays de la Loire,"SanDisk Parchment Paper, 8.5 x 11",0,$146.00,$22.00,7,Office Supplies,Paper
AZ-2014-4649759,03/06/2014,Jose Gambino,Castres,FR,Central,Corporate,03/12/2014,Economy,Languedoc-Roussillon-Midi-Pyrénées,"Hon Removable Labels, Laser Printer Compatible",0,$40.00,$13.00,4,Office Supplies,Labels
AZ-2014-4649759,03/06/2014,Jose Gambino,Castres,FR,Central,Corporate,03/12/2014,Economy,Languedoc-Roussillon-Midi-Pyrénées,"Xerox Memo Slips, Premium",0,$27.00,$6.00,2,Office Supplies,Paper
AZ-2014-9189061,15/03/2014,Catharine Robbins,Le Havre,FR,Central,Corporate,21/03/2014,Economy,Normandy,"Fellowes File Cart, Wire Frame",0.1,$245.00,$30.00,2,Office Supplies,Storage
AZ-2014-6745557,17/03/2014,Christy Wiley,Vigneux-sur-Seine,FR,Central,Consumer,22/03/2014,Economy,Ile-de-France,"SanDisk Keyboard, Programmable",0,$166.00,$27.00,2,Technology,Accessories
BN-2014-2423414,18/03/2014,Claudia Poore,Chelles,FR,Central,Corporate,21/03/2014,Economy Plus,Ile-de-France,"Jiffy Business Envelopes, Set of 50",0,$117.00,$17.00,6,Office Supplies,Envelopes
BN-2014-2423414,18/03/2014,Claudia Poore,Chelles,FR,Central,Corporate,21/03/2014,Economy Plus,Ile-de-France,"Canon Fax Machine, High-Speed",0.15,"$1,076.00",-$38.00,4,Technology,Copiers
BN-2014-2423414,18/03/2014,Claudia Poore,Chelles,FR,Central,Corporate,21/03/2014,Economy Plus,Ile-de-France,"Sharp Fax Machine, Digital",0.15,"$1,506.00",-$266.00,6,Technology,Copiers
AZ-2014-6229450,20/03/2014,Nate Wilder-Neligan,Abbeville,FR,Central,Consumer,21/03/2014,Priority,Nord-Pas-de-Calais-Picardie,"Binney & Smith Highlighters, Water Color",0,$40.00,$17.00,2,Office Supplies,Art
AZ-2014-6229450,20/03/2014,Nate Wilder-Neligan,Abbeville,FR,Central,Consumer,21/03/2014,Priority,Nord-Pas-de-Calais-Picardie,"Eldon Shelving, Industrial",0.1,$132.00,-$10.00,3,Office Supplies,Storage
AZ-2014-4950235,21/03/2014,Koby Phillip,Sarcelles,FR,Central,Consumer,24/03/2014,Economy Plus,Ile-de-France,"Epson Phone, White",0.15,$135.00,$36.00,2,Technology,Machines
AZ-2014-786652,21/03/2014,Michael Watkins,Antony,FR,Central,Home Office,24/03/2014,Economy Plus,Ile-de-France,"Boston Sketch Pad, Fluorescent",0,$199.00,$0.00,4,Office Supplies,Art
AZ-2014-786652,21/03/2014,Michael Watkins,Antony,FR,Central,Home Office,24/03/2014,Economy Plus,Ile-de-France,"Fellowes Box, Blue",0.1,$89.00,$6.00,5,Office Supplies,Storage
AZ-2014-9683881,24/03/2014,Richard Harvey,Poissy,FR,Central,Corporate,30/03/2014,Economy,Ile-de-France,"Wilson Jones Hole Reinforcements, Clear",0,$36.00,$4.00,9,Office Supplies,Binders
AZ-2014-1181661,27/03/2014,Millie Newman,Saint-Nazaire,FR,Central,Consumer,29/03/2014,Economy Plus,Pays de la Loire,"Binney & Smith Pens, Blue",0,$36.00,$15.00,3,Office Supplies,Art
AZ-2014-9044600,28/03/2014,Ngoc Orozco,Vaulx-en-Velin,FR,Central,Home Office,04/03/2014,Economy,Auvergne-Rhône-Alpes,"Tenex File Cart, Industrial",0.1,$845.00,$84.00,7,Office Supplies,Storage
AZ-2014-2056021,31/03/2014,Nicole Nash,Quimper,FR,Central,Consumer,04/03/2014,Priority,Brittany,"Rogers Box, Single Width",0.1,$43.00,$1.00,2,Office Supplies,Storage
AZ-2014-8546369,04/03/2014,Joel McKean,Boulogne-Billancourt,FR,Central,Home Office,04/07/2014,Economy,Ile-de-France,"Konica Inkjet, Wireless",0.15,"$1,599.00",$37.00,6,Technology,Machines
AZ-2014-1661689,04/04/2014,Hollie Norris,Tourcoing,FR,Central,Consumer,04/08/2014,Economy,Nord-Pas-de-Calais-Picardie,"Green Bar Cards & Envelopes, Recycled",0,$97.00,$11.00,2,Office Supplies,Paper
AZ-2014-1661689,04/04/2014,Hollie Norris,Tourcoing,FR,Central,Consumer,04/08/2014,Economy,Nord-Pas-de-Calais-Picardie,"Rogers Lockers, Single Width",0.1,$381.00,$144.00,2,Office Supplies,Storage
AZ-2014-7189649,04/06/2014,Bailey Morris,Clichy,FR,Central,Consumer,04/10/2014,Economy,Ile-de-France,"Bush Floating Shelf Set, Pine",0.1,$311.00,$72.00,2,Furniture,Bookcases
AZ-2014-7189649,04/06/2014,Bailey Morris,Clichy,FR,Central,Consumer,04/10/2014,Economy,Ile-de-France,"BIC Highlighters, Water Color",0,$22.00,$4.00,1,Office Supplies,Art
AZ-2014-7189649,04/06/2014,Bailey Morris,Clichy,FR,Central,Consumer,04/10/2014,Economy,Ile-de-France,"Acco Binding Machine, Recycled",0,$206.00,$51.00,4,Office Supplies,Binders
AZ-2014-7189649,04/06/2014,Bailey Morris,Clichy,FR,Central,Consumer,04/10/2014,Economy,Ile-de-France,"Stockwell Push Pins, Assorted Sizes",0,$57.00,$24.00,5,Office Supplies,Fasteners
AZ-2014-2987514,04/06/2014,Nate Dacey,Avignon,FR,Central,Consumer,04/08/2014,Priority,Provence-Alpes-Côte d'Azur,"SanDisk Message Books, Premium",0,$71.00,$19.00,3,Office Supplies,Paper
AZ-2014-2987514,04/06/2014,Nate Dacey,Avignon,FR,Central,Consumer,04/08/2014,Priority,Provence-Alpes-Côte d'Azur,"Fellowes Folders, Wire Frame",0.1,$46.00,$8.00,2,Office Supplies,Storage
AZ-2014-2987514,04/06/2014,Nate Dacey,Avignon,FR,Central,Consumer,04/08/2014,Priority,Provence-Alpes-Côte d'Azur,"Rogers Folders, Blue",0.1,$110.00,-$10.00,4,Office Supplies,Storage
AZ-2014-2987514,04/06/2014,Nate Dacey,Avignon,FR,Central,Consumer,04/08/2014,Priority,Provence-Alpes-Côte d'Azur,"Brother Fax and Copier, Color",0.15,$328.00,$35.00,2,Technology,Copiers
AZ-2014-9650132,04/07/2014,Katie Evenden,Lille,FR,Central,Corporate,04/11/2014,Economy,Nord-Pas-de-Calais-Picardie,"Boston Canvas, Blue",0,$161.00,$40.00,3,Office Supplies,Art
AZ-2014-9650132,04/07/2014,Katie Evenden,Lille,FR,Central,Corporate,04/11/2014,Economy,Nord-Pas-de-Calais-Picardie,"Smead Lockers, Single Width",0.1,"$1,250.00",$486.00,7,Office Supplies,Storage
BN-2014-8509634,04/07/2014,Tia Metcalfe,Marseille,FR,Central,Consumer,04/12/2014,Economy,Provence-Alpes-Côte d'Azur,"Sauder Corner Shelving, Traditional",0.1,"$1,061.00",-$36.00,8,Furniture,Bookcases
AZ-2014-5692945,04/08/2014,Lydia Webster,Nantes,FR,Central,Consumer,04/12/2014,Economy,Pays de la Loire,"Advantus Clock, Erganomic",0,$100.00,$1.00,2,Furniture,Furnishings
AZ-2014-5692945,04/08/2014,Lydia Webster,Nantes,FR,Central,Consumer,04/12/2014,Economy,Pays de la Loire,"Deflect-O Stacking Tray, Durable",0,$126.00,$6.00,5,Furniture,Furnishings
AZ-2014-5692945,04/08/2014,Lydia Webster,Nantes,FR,Central,Consumer,04/12/2014,Economy,Pays de la Loire,"Fellowes File Cart, Blue",0.1,$371.00,$124.00,3,Office Supplies,Storage
AZ-2014-2846196,04/09/2014,Terence Welch,Bayeux,FR,Central,Consumer,04/12/2014,Priority,Normandy,"Acco 3-Hole Punch, Economy",0,$90.00,$17.00,3,Office Supplies,Binders
